customer_id,full_name,email,phone,city,loyalty_tier,signup_date
CUST000152,Aditya Mehta,aditya.mehta9225@outlook.com,9759089657,MAA,Gold,06-01-2022
CUST000153,Gaurav Patel,gaurav.patel6445@rediffmail.com,9470594843,Secunderabad,Bronze,01-02-2023
CUST000154,Arjun Dutta,arjun.dutta2462@hotmail.com,9885167185,Chennai,Gold,19-02-2026
CUST000155,Aditya Verma,aditya.verma7820@gmail.com,9372061495,Chennai,Silver,11-12-2022
CUST000156,Ishaan Sharma,ishaan.sharma8795@gmail.com,,bangalore,Bronze,12-06-2026
CUST000157,Rahul Roy,rahul.roy3239@yahoo.co.in,9386122155,kolkata,Platinum,02-10-2025
CUST000158,Priya Nair,priya.nair1340@yahoo.co.in,9337011189,JAI,Silver,2025-07-22
CUST000159,Farhan Rao,farhan.rao4433@hotmail.com,9830083635,PNQ,Gold,28-08-2024
CUST000160,Kiara Saxena,kiara.saxena5738@outlook.com,9862141157,JAI,Gold,11/27/2021
CUST000161,Saanvi Kulkarni,saanvi.kulkarni4877@yahoo.co.in,9865170801,kolkata,Silver,2022-12-09
CUST000162,Meera Khanna,meera.khanna9929@gmail.com,9588904678,AMD,Gold,2023-07-07
CUST000163,Tara Shetty,tara.shetty8160@yahoo.co.in,9346063041,CCU,Bronze,16-09-2024
CUST000164,Zoya Kapoor,zoya.kapoor9676@hotmail.com,9785232363,BENGALURU,Gold,07/27/2024
CUST000165,Karthik Roy,double@@mail.com,9370277626,Pune,Gold,30-08-2024
CUST000166,Trisha Nair,trisha.nair2371@outlook.com,9428470718,Bangalore,Bronze,2024-04-21
CUST000167,Aditya Mehta,aditya.mehta179@outlook.com,9301994221,kolkata,Platinum,2024-01-12
CUST000168,Ritika Nair,double@@mail.com,9957390172,Delhi,Silver,22-02-2021
CUST000169,Sanjay Khanna,sanjay.khanna7039@gmail.com,9255524256,MAA,Bronze,2023-12-16
CUST000170,Trisha Thakur,trisha.thakur3829@yahoo.co.in,9585928126,JAI,Silver,07/16/2025
CUST000171,Vikram Nair,vikram.nair4169@gmail.com,9501887027,MAA,Platinum,07-09-2025
CUST000172,Ishaan Chopra,ishaan.chopra4050@rediffmail.com,9732903252,Mumbai ,Gold,2022-11-13
CUST000173,Karthik Dutta,karthik.dutta1373@outlook.com,9433710506,jaipur,Gold,03/19/2026
CUST000174,Nitin Sinha,nitin.sinha4639@yahoo.co.in,9544283096,AMD,Gold,31-07-2021
CUST000175,Karthik Bhat,karthik.bhat8028@yahoo.co.in,9637030099,BENGALURU,Silver,2024-07-21
CUST000176,Vivaan Rao,vivaan.rao4292@hotmail.com,9865081207,Chennai,Silver,2022-09-16
CUST000177,Harini Rao,harini.rao2890@outlook.com,9429495431,Jaipur,Silver,2021-03-14
CUST000178,Devansh Naidu,devansh.naidu5441@rediffmail.com,9495791566,chennai,Bronze,2025-04-07
CUST000179,Varun Thakur,varun.thakur2437@yahoo.co.in,9861051519,Jaipur,Bronze,10/16/2024
CUST000180,Aisha Kapoor,aisha.kapoor1559@outlook.com,9608596642,New Delhi,Bronze,2023-10-12
CUST000181,Anjali Roy,anjali.roy5339@outlook.com,9672875565,Kolkata,Bronze,2022-10-08
CUST000182,Karthik Pillai,karthik.pillai6178@outlook.com,9208417991,PNQ,Gold,04-03-2024
CUST000183,Imran Kapoor,imran.kapoor908@outlook.com,9851269616,ahmedabad,Bronze,09-10-2022
CUST000184,Aarav Naidu,aarav.naidu3775@hotmail.com,9301329619,Kolkata,Bronze,2025-10-23
CUST000185,Rhea Roy,rhea.roy7543@gmail.com,9135187286,BLR,Gold,2025-12-06
CUST000186,Sanjay Malhotra,sanjay.malhotra8163@outlook.com,9438747031,chennai,Bronze,03/09/2025
CUST000187,Priya Nair,priya.nair2983@gmail.com,9870604553,Chennai,Bronze,11-11-2022
CUST000188,Kabir Patel,kabir.patel6943@outlook.com,9997602314,Ahmadabad,Silver,11-10-2022
CUST000189,Neha Kulkarni,neha.kulkarni8200@outlook.com,9737302689,hyderabad,Silver,2023-12-08
CUST000190,Saanvi Iyer,saanvi.iyer5725@hotmail.com,9322960083,Kolkata,Silver,17-09-2024
CUST000191,Yash Bose,yash.bose7572@yahoo.co.in,9709645978,Pune,Bronze,20-04-2022
CUST000192,Ritika Ghosh,ritika.ghosh1412@outlook.com,9539058954,PNQ,Bronze,2021-10-05
CUST000193,Anjali Desai,anjali.desai7369@gmail.com,9292234131,Delhi,Silver,15-01-2026
CUST000194,Pooja Chatterjee,pooja.chatterjee7488@yahoo.co.in,9669234057,hyderabad,Bronze,2024-09-12
CUST000195,Sneha Roy,sneha.roy6371@outlook.com,9705885696,kolkata,Bronze,2024-06-18
CUST000196,Rhea Shetty,rhea.shetty3269@outlook.com,9507060886,BENGALURU,Platinum,2025-03-08
CUST000197,Meera Thakur,meera.thakur5460@gmail.com,9868127442,chennai,Bronze,2025-11-11
CUST000198,Priya Joshi,priya.joshi1843@yahoo.co.in,9204370881,Jaipur,Platinum,06-07-2023
CUST000199,Rohan Ghosh,rohan.ghosh5347@outlook.com,9909590689,Bengaluru,Bronze,24-06-2022
CUST000200,Divya Kapoor,divya.kapoor8307@rediffmail.com,9130740811,jaipur,Bronze,12/25/2021
CUST000201,Priya Sharma,priya.sharma5858@gmail.com,9880970993,kolkata,Bronze,07-09-2024
CUST000202,Karthik Pillai,karthik.pillai2712@gmail.com,9686808252,Calcutta,Gold,2024-08-14
CUST000203,Zoya Sinha,zoya.sinha4250@hotmail.com,9184305514,Secunderabad,Gold,2024-06-20
CUST000204,Rahul Joshi,rahul.joshi5569@yahoo.co.in,9203590497,Pune,Bronze,03/25/2021
CUST000205,Sanjay Khanna,sanjay.khanna6046@yahoo.co.in,9187829572,Kolkata,Gold,2024-10-30
CUST000206,Sneha Khanna,sneha.khanna5529@hotmail.com,9293119373,Pune,Bronze,23-04-2026
CUST000207,Sneha Joshi,sneha.joshi8369@gmail.com,9970822352,Calcutta,Bronze,07/29/2023
CUST000208,Lakshmi Sharma,lakshmi.sharma597@rediffmail.com,9101259200,Mumbai ,Silver,2024-05-23
CUST000209,Sneha Rao,sneha.rao6066@rediffmail.com,9940722235,Jaipur,Gold,14-12-2022
CUST000210,Arjun Menon,arjun.menon4596@yahoo.co.in,9309569616,New Delhi,Gold,2023-08-22
CUST000211,Priya Chopra,priya.chopra1504@hotmail.com,9840509874,CCU,Silver,2025-06-04
CUST000212,Anjali Shetty,anjali.shetty552@outlook.com,9819567990,ahmedabad,Platinum,2021-03-31
CUST000213,Devansh Bhat,devansh.bhat8393@yahoo.co.in,9164773799,Mumbai ,Silver,2021-02-12
CUST000214,Lakshmi Sharma,lakshmi.sharma9288@outlook.com,9817153420,chennai,Bronze,04/05/2021
CUST000215,Sanjay Sharma,sanjay.sharma5803@outlook.com,+91-98XX-XXXX,New Delhi,Gold,2023-11-28
CUST000216,Vivaan Thakur,vivaan.thakur9951@yahoo.co.in,9204052974,BENGALURU,Gold,08/30/2022
CUST000217,Vivaan Banerjee,vivaan.banerjee2552@yahoo.co.in,9453391805,Jaipur,Gold,25-01-2023
CUST000218,Kiara Dutta,kiara.dutta739@gmail.com,9925406263,Kolkata,Platinum,29-04-2021
CUST000219,Sneha Nair,sneha.nair8393@gmail.com,9924458081,Delhi,Gold,2023-01-03
CUST000220,Vikram Malhotra,vikram.malhotra2695@hotmail.com,9968468562,chennai,Bronze,09-05-2024
CUST000221,Nitin Pillai,nitin.pillai5530@outlook.com,9267981344,Poona,Bronze,2022-01-27
CUST000222,Divya Menon,divya.menon3183@yahoo.co.in,9326530094,mumbai,Silver,08/11/2021
CUST000223,Yash Sinha,yash.sinha3408@outlook.com,9643111926,CCU,Gold,2023-10-17
CUST000224,Zoya Shetty,zoya.shetty8928@yahoo.co.in,9409138916,Chennai,Silver,2022-03-17
CUST000225,Meera Malhotra,meera.malhotra4937@rediffmail.com,9207235534,Banglore,Bronze,26-11-2021
CUST000226,Kiara Nair,kiara.nair582@outlook.com,9738190500,Chennai,Silver,2022-10-21
CUST000227,Zoya Verma,zoya.verma6246@gmail.com,9556394831,Bombay,Bronze,2022-12-07
CUST000228,Kiara Verma,kiara.verma9741@yahoo.co.in,9143221383,pune,Gold,06/16/2025
CUST000229,Nitin Thakur,nitin.thakur2335@hotmail.com,9255491141,PNQ,Platinum,18-09-2023
CUST000230,Vikram Malhotra,vikram.malhotra6904@outlook.com,9888716496,jaipur,Silver,17-10-2024
CUST000231,Aditya Bose,aditya.bose4301@gmail.com,9861874774,Chennai,Bronze,2023-11-13
CUST000232,Imran Chatterjee,imran.chatterjee2812@yahoo.co.in,+91-98XX-XXXX,hyderabad,Platinum,2022-08-07
CUST000233,Gaurav Pillai,gaurav.pillai9179@outlook.com,9358361100,Bengaluru,Gold,02-05-2024
CUST000234,Aisha Desai,aisha.desai401@yahoo.co.in,9976809416,Chennai,Bronze,2024-03-19
CUST000235,Vivaan Iyer,vivaan.iyer9343@gmail.com,9188315424,CCU,Gold,11/13/2023
CUST000236,Vikram Nair,vikram.nair842@gmail.com,9362688441,jaipur,Platinum,11-12-2022
CUST000237,Meera Reddy,meera.reddy7082@outlook.com,9463409343,Bengaluru,Gold,03-02-2023
CUST000238,Sneha Gupta,sneha.gupta17@yahoo.co.in,9230206098,NEW DELHI,Bronze,2023-07-31
CUST000239,Pooja Chatterjee,pooja.chatterjee8794@outlook.com,9702449694,Kolkata,Silver,13-02-2024
CUST000240,Nitin Chatterjee,nitin.chatterjee7352@gmail.com,9680619472,Banglore,Bronze,2025-12-12
CUST000241,Neha Roy,neha.roy423@rediffmail.com,9836768221,Mumbai ,Bronze,2022-04-10
CUST000242,Pooja Iyer,pooja.iyer7020@gmail.com,9370074514,pune,Platinum,2025-01-10
CUST000243,Pooja Roy,pooja.roy6872@outlook.com,9798482274,Madras,Platinum,05/12/2024
CUST000244,Trisha Bhat,trisha.bhat4585@outlook.com,9504610502,Mumbai,Silver,2021-07-03
CUST000245,Neha Nair,neha.nair9005@hotmail.com,9685703680,Pune,Silver,26-01-2021
CUST000246,Aditya Banerjee,aditya.banerjee9141@gmail.com,9670593694,Poona,Silver,2026-01-10
CUST000247,Siddharth Banerjee,siddharth.banerjee4911@gmail.com,9283054673,NEW DELHI,Silver,2026-04-06
CUST000248,Saanvi Nair,saanvi.nair6@hotmail.com,9623914390,Delhi,Gold,2025-01-07
CUST000249,Harini Patel,harini.patel7150@rediffmail.com,9697288910,Secunderabad,Platinum,2023-05-23
CUST000250,Harini Bhat,harini.bhat5998@yahoo.co.in,,Secunderabad,Gold,2026-02-03
CUST000251,Kiara Kulkarni,kiara.kulkarni5374@gmail.com,9469989377,Chennai,Silver,2024-08-12
CUST000252,Rhea Malhotra,rhea.malhotra4734@gmail.com,9609879390,mumbai,Silver,08/28/2022
CUST000253,Manav Dutta,manav.dutta4122@gmail.com,9701140053,ahmedabad,Gold,26-09-2025
CUST000254,Gaurav Chatterjee,gaurav.chatterjee4320@rediffmail.com,,NEW DELHI,Bronze,2021-02-21
CUST000255,Tara Reddy,tara.reddy886@outlook.com,9679155887,Pune,Gold,29-11-2025
CUST000256,Saanvi Chatterjee,saanvi.chatterjee919@outlook.com,9103700428,kolkata,Bronze,2023-10-23
CUST000257,Rahul Roy,rahul.roy758@hotmail.com,9295806221,Delhi,Silver,2026-02-09
CUST000258,Gaurav Naidu,gaurav.naidu2394@yahoo.co.in,9749079581,BENGALURU,Silver,2021-04-26
CUST000259,Nitin Menon,nitin.menon504@yahoo.co.in,9370922542,Hyderabad,Bronze,25-03-2026
CUST000260,Sanjay Thakur,sanjay.thakur9948@yahoo.co.in,9856011818,Poona,Gold,15-12-2024
CUST000261,Nitin Chatterjee,nitin.chatterjee7169@hotmail.com,9263675913,pune,Bronze,22-05-2026
